mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,rms,label
-307.74676513671875,119.00365447998047,-15.144638061523438,44.95425796508789,-17.866640090942383,14.537627220153809,-17.705890655517578,0.8738337755203247,-13.30810260772705,-4.446217060089111,-15.903219223022461,0.6642775535583496,-2.968446969985962,0.03963628038764,1.0
-380.7725830078125,129.1087646484375,-10.330914497375488,47.94147872924805,-12.697742462158203,26.003692626953125,-17.286420822143555,6.940166473388672,-12.2832612991333,-5.171017169952393,-9.700528144836426,-1.8672243356704712,-4.605765342712402,0.016045069321990013,1.0
-312.94097900390625,109.33807373046875,-4.397923469543457,30.302101135253906,-7.52164888381958,11.905855178833008,-16.66921615600586,0.06081351265311241,-12.290998458862305,-6.349957466125488,-12.340472221374512,-0.02251044288277626,-2.3820478916168213,0.05344129353761673,1.0
-319.45635986328125,115.04053497314453,-8.111785888671875,34.16344451904297,-7.94832181930542,12.570237159729004,-14.393437385559082,2.933666706085205,-14.343292236328125,-4.596712589263916,-12.54621696472168,-2.748819351196289,-2.3340249061584473,0.04751772806048393,0.0
-377.4587097167969,131.38087463378906,-9.081849098205566,48.735694885253906,-13.207951545715332,22.48971939086914,-12.80173110961914,2.424668312072754,-15.241850852966309,-3.3115313053131104,-10.680246353149414,-1.1205720901489258,-2.8964805603027344,0.02018536441028118,0.0
-394.88385009765625,134.16738891601562,-7.1745734214782715,46.03740310668945,-8.434869766235352,23.639171600341797,-16.83176040649414,7.429922580718994,-14.671102523803711,-3.3846933841705322,-5.855140686035156,-2.667818307876587,-4.172967433929443,0.012702678330242634,1.0
-317.1220703125,88.95132446289062,-26.646631240844727,40.787017822265625,-15.638789176940918,16.414592742919922,-21.506515502929688,7.269573211669922,-6.7310471534729,-2.762662649154663,-10.473377227783203,0.8103932738304138,-6.201125621795654,0.06728122383356094,1.0
-394.42291259765625,127.11701965332031,-21.1697940826416,53.77740478515625,-15.58083724975586,27.936349868774414,-26.600990295410156,9.561716079711914,-8.306753158569336,0.03097812458872795,-10.3536376953125,-0.7886590957641602,-3.124315023422241,0.01179542113095522,1.0
-401.5431213378906,122.56132507324219,-10.176121711730957,50.13510513305664,-7.629921913146973,23.26599884033203,-17.94252586364746,4.757513523101807,-4.878600120544434,-1.7650079727172852,-12.822843551635742,-2.8876092433929443,-3.913349151611328,0.015299373306334019,1.0
-376.93572998046875,113.08992767333984,-11.485391616821289,43.86113357543945,-1.4473110437393188,20.37386703491211,-18.147825241088867,4.5320024490356445,-8.215805053710938,-4.6117939949035645,-9.328229904174805,-1.1819411516189575,-7.354545593261719,0.020861826837062836,0.0
